home,away,ft
San Francisco Giants,Colorado Rockies,"[11, 4]"
Toronto Blue Jays,Texas Rangers,"[7, 3]"
Baltimore Orioles,San Diego Padres,"[4, 9]"
New York Mets,Atlanta Braves,"[0, 4]"
Tampa Bay Rays,Cincinnati Reds,"[4, 0]"
Philadelphia Phillies,Cleveland Guardians,"[8, 0]"
Detroit Tigers,Minnesota Twins,"[7, 2]"
San Francisco Giants,Colorado Rockies,"[4, 1]"
Houston Astros,Los Angeles Dodgers,"[7, 6]"
Kansas City Royals,Chicago Cubs,"[4, 9]"
Milwaukee Brewers,Miami Marlins,"[3, 7]"
Chicago White Sox,Seattle Mariners,"[3, 6]"
Boston Red Sox,New York Yankees,"[8, 11]"
St.Louis Cardinals,Washington Nationals,"[3, 14]"
Arizona Diamondbacks,Pittsburgh Pirates,"[9, 5]"
Los Angeles Angels,Oakland Athletics,"[1, 3]"
San Francisco Giants,Colorado Rockies,"[5, 0]"
Tampa Bay Rays,Cincinnati Reds,"[2, 1]"
Philadelphia Phillies,Cleveland Guardians,"[3, 4]"
Baltimore Orioles,San Diego Padres,"[8, 6]"
Toronto Blue Jays,Texas Rangers,"[7, 3]"
Detroit Tigers,Minnesota Twins,"[0, 5]"
New York Mets,Atlanta Braves,"[2, 9]"
Chicago White Sox,Seattle Mariners,"[3, 6]"
Kansas City Royals,Chicago Cubs,"[3, 7]"
Milwaukee Brewers,Miami Marlins,"[6, 2]"
Houston Astros,Los Angeles Dodgers,"[2, 6]"
St.Louis Cardinals,Washington Nationals,"[4, 3]"
San Francisco Giants,Colorado Rockies,"[5, 4]"
Los Angeles Angels,Oakland Athletics,"[8, 6]"
Arizona Diamondbacks,Pittsburgh Pirates,"[5, 6]"
Boston Red Sox,New York Yankees,"[2, 8]"
Baltimore Orioles,Toronto Blue Jays,"[11, 5]"
Baltimore Orioles,Toronto Blue Jays,"[4, 8]"
Detroit Tigers,Cleveland Guardians,"[4, 8]"
Philadelphia Phillies,New York Yankees,"[4, 14]"
New York Mets,Minnesota Twins,"[15, 2]"
Boston Red Sox,Seattle Mariners,"[14, 7]"
Cincinnati Reds,Chicago Cubs,"[7, 1]"
St.Louis Cardinals,Texas Rangers,"[3, 6]"
Houston Astros,Pittsburgh Pirates,"[3, 5]"
Chicago White Sox,Kansas City Royals,"[5, 8]"
Milwaukee Brewers,Atlanta Braves,"[8, 3]"
Arizona Diamondbacks,Washington Nationals,"[9, 8]"
Detroit Tigers,Cleveland Guardians,"[0, 5]"
Baltimore Orioles,Toronto Blue Jays,"[6, 2]"
Philadelphia Phillies,New York Yankees,"[6, 7]"
Tampa Bay Rays,Miami Marlins,"[9, 3]"
Boston Red Sox,Seattle Mariners,"[6, 10]"
Cincinnati Reds,Chicago Cubs,"[6, 3]"
New York Mets,Minnesota Twins,"[2, 0]"
St.Louis Cardinals,Texas Rangers,"[8, 1]"
Houston Astros,Pittsburgh Pirates,"[2, 6]"
Chicago White Sox,Kansas City Royals,"[3, 4]"
Milwaukee Brewers,Atlanta Braves,"[1, 5]"
Los Angeles Angels,Colorado Rockies,"[10, 7]"
Arizona Diamondbacks,Washington Nationals,"[17, 0]"
San Diego Padres,Los Angeles Dodgers,"[6, 5]"
San Francisco Giants,Oakland Athletics,"[2, 5]"
Tampa Bay Rays,Miami Marlins,"[2, 6]"
Baltimore Orioles,Toronto Blue Jays,"[10, 4]"
Philadelphia Phillies,New York Yankees,"[5, 6]"
New York Mets,Minnesota Twins,"[3, 8]"
Chicago White Sox,Kansas City Royals,"[3, 10]"
Milwaukee Brewers,Atlanta Braves,"[2, 6]"
St.Louis Cardinals,Texas Rangers,"[10, 1]"
Arizona Diamondbacks,Washington Nationals,"[5, 4]"
Boston Red Sox,Seattle Mariners,"[3, 2]"
Cincinnati Reds,Chicago Cubs,"[4, 13]"
Houston Astros,Pittsburgh Pirates,"[5, 4]"
San Diego Padres,Los Angeles Dodgers,"[8, 1]"
Los Angeles Angels,Colorado Rockies,"[1, 2]"
San Francisco Giants,Oakland Athletics,"[1, 0]"
Cleveland Guardians,Baltimore Orioles,"[10, 3]"
Detroit Tigers,Kansas City Royals,"[1, 7]"
Atlanta Braves,Miami Marlins,"[4, 2]"
Chicago Cubs,St.Louis Cardinals,"[5, 4]"
Los Angeles Angels,Colorado Rockies,"[4, 5]"
Chicago Cubs,St.Louis Cardinals,"[6, 3]"
Detroit Tigers,Kansas City Royals,"[2, 9]"
Pittsburgh Pirates,Arizona Diamondbacks,"[8, 9]"
Washington Nationals,Milwaukee Brewers,"[3, 8]"
New York Yankees,Toronto Blue Jays,"[5, 8]"
Cleveland Guardians,Baltimore Orioles,"[8, 4]"
Cincinnati Reds,San Francisco Giants,"[0, 3]"
Atlanta Braves,Miami Marlins,"[5, 3]"
Texas Rangers,Boston Red Sox,"[6, 11]"
Houston Astros,Tampa Bay Rays,"[3, 2]"
Minnesota Twins,Chicago White Sox,"[10, 2]"
Los Angeles Angels,New York Mets,"[1, 5]"
Oakland Athletics,Los Angeles Dodgers,"[6, 5]"
San Diego Padres,Colorado Rockies,"[2, 5]"
Seattle Mariners,Philadelphia Phillies,"[10, 2]"
New York Yankees,Toronto Blue Jays,"[8, 3]"
Chicago Cubs,St.Louis Cardinals,"[4, 5]"
Washington Nationals,Milwaukee Brewers,"[6, 4]"
Detroit Tigers,Kansas City Royals,"[6, 5]"
Pittsburgh Pirates,Arizona Diamondbacks,"[4, 2]"
Texas Rangers,Boston Red Sox,"[7, 4]"
Minnesota Twins,Chicago White Sox,"[6, 2]"
Cleveland Guardians,Baltimore Orioles,"[4, 7]"
Houston Astros,Tampa Bay Rays,"[1, 6]"
Cincinnati Reds,San Francisco Giants,"[6, 4]"
Atlanta Braves,Miami Marlins,"[3, 4]"
San Diego Padres,Colorado Rockies,"[3, 2]"
Oakland Athletics,Los Angeles Dodgers,"[0, 10]"
Los Angeles Angels,New York Mets,"[5, 4]"
Seattle Mariners,Philadelphia Phillies,"[6, 5]"
Cincinnati Reds,San Francisco Giants,"[2, 8]"
Atlanta Braves,Miami Marlins,"[0, 7]"
New York Yankees,Toronto Blue Jays,"[4, 3]"
Pittsburgh Pirates,Arizona Diamondbacks,"[5, 6]"
Washington Nationals,Milwaukee Brewers,"[4, 3]"
Detroit Tigers,Kansas City Royals,"[2, 3]"
Cleveland Guardians,Baltimore Orioles,"[5, 9]"
Minnesota Twins,Chicago White Sox,"[13, 7]"
Houston Astros,Tampa Bay Rays,"[0, 1]"
Texas Rangers,Boston Red Sox,"[2, 7]"
Los Angeles Angels,New York Mets,"[3, 2]"
Oakland Athletics,Los Angeles Dodgers,"[2, 3]"
San Diego Padres,Colorado Rockies,"[10, 2]"
Seattle Mariners,Philadelphia Phillies,"[0, 6]"
Chicago Cubs,St.Louis Cardinals,"[6, 2]"
St.Louis Cardinals,New York Mets,"[0, 6]"
Cleveland Guardians,Arizona Diamondbacks,"[6, 7]"
Miami Marlins,Cincinnati Reds,"[3, 10]"
Washington Nationals,San Francisco Giants,"[1, 4]"
Chicago Cubs,Minnesota Twins,"[0, 3]"
Texas Rangers,Houston Astros,"[4, 3]"
Kansas City Royals,Boston Red Sox,"[5, 9]"
Oakland Athletics,Chicago White Sox,"[5, 1]"
Los Angeles Dodgers,Philadelphia Phillies,"[5, 3]"
Miami Marlins,Cincinnati Reds,"[2, 8]"
Pittsburgh Pirates,San Diego Padres,"[0, 6]"
Washington Nationals,San Francisco Giants,"[11, 5]"
Toronto Blue Jays,Baltimore Orioles,"[5, 2]"
Atlanta Braves,Milwaukee Brewers,"[0, 10]"
St.Louis Cardinals,Tampa Bay Rays,"[4, 3]"
Chicago Cubs,Minnesota Twins,"[7, 3]"
Texas Rangers,Houston Astros,"[2, 4]"
Kansas City Royals,Boston Red Sox,"[5, 6]"
Colorado Rockies,New York Mets,"[6, 3]"
Oakland Athletics,Chicago White Sox,"[1, 5]"
Seattle Mariners,Detroit Tigers,"[2, 4]"
Los Angeles Dodgers,Philadelphia Phillies,"[2, 6]"
Cleveland Guardians,Arizona Diamondbacks,"[3, 7]"
Chicago Cubs,Minnesota Twins,"[8, 2]"
Texas Rangers,Houston Astros,"[4, 6]"
Oakland Athletics,Chicago White Sox,"[3, 2]"
New York Yankees,Los Angeles Angels,"[5, 2]"
Cleveland Guardians,Arizona Diamondbacks,"[3, 5]"
Miami Marlins,Cincinnati Reds,"[6, 4]"
Pittsburgh Pirates,San Diego Padres,"[8, 9]"
Washington Nationals,San Francisco Giants,"[4, 7]"
New York Yankees,Los Angeles Angels,"[2, 8]"
Toronto Blue Jays,Baltimore Orioles,"[3, 7]"
Atlanta Braves,Milwaukee Brewers,"[5, 8]"
St.Louis Cardinals,Tampa Bay Rays,"[5, 2]"
Kansas City Royals,Boston Red Sox,"[8, 4]"
Colorado Rockies,New York Mets,"[3, 5]"
Seattle Mariners,Detroit Tigers,"[2, 6]"
Los Angeles Dodgers,Philadelphia Phillies,"[4, 9]"
Washington Nationals,San Francisco Giants,"[5, 9]"
Atlanta Braves,Milwaukee Brewers,"[7, 16]"
Pittsburgh Pirates,San Diego Padres,"[6, 7]"
Colorado Rockies,New York Mets,"[1, 9]"
Miami Marlins,Cincinnati Reds,"[4, 10]"
New York Yankees,Los Angeles Angels,"[4, 9]"
Toronto Blue Jays,Baltimore Orioles,"[7, 6]"
St.Louis Cardinals,Tampa Bay Rays,"[4, 6]"
Arizona Diamondbacks,Philadelphia Phillies,"[4, 6]"
Seattle Mariners,Detroit Tigers,"[4, 3]"
Minnesota Twins,Cleveland Guardians,"[4, 2]"
Washington Nationals,Los Angeles Angels,"[3, 2]"
Tampa Bay Rays,Baltimore Orioles,"[1, 4]"
Toronto Blue Jays,Oakland Athletics,"[3, 1]"
Boston Red Sox,Houston Astros,"[4, 8]"
Miami Marlins,San Diego Padres,"[2, 6]"
Chicago White Sox,Chicago Cubs,"[6, 7]"
Kansas City Royals,St.Louis Cardinals,"[5, 8]"
Milwaukee Brewers,Cincinnati Reds,"[8, 3]"
Minnesota Twins,Cleveland Guardians,"[6, 3]"
Colorado Rockies,Atlanta Braves,"[6, 5]"
Arizona Diamondbacks,Philadelphia Phillies,"[3, 2]"
Los Angeles Dodgers,Pittsburgh Pirates,"[9, 5]"
Seattle Mariners,New York Mets,"[6, 0]"
San Francisco Giants,Detroit Tigers,"[3, 2]"
New York Yankees,Texas Rangers,"[8, 0]"
Toronto Blue Jays,Oakland Athletics,"[0, 1]"
New York Yankees,Texas Rangers,"[4, 9]"
San Francisco Giants,Detroit Tigers,"[3, 1]"
Boston Red Sox,Houston Astros,"[4, 5]"
Miami Marlins,San Diego Padres,"[8, 9]"
Washington Nationals,Los Angeles Angels,"[5, 4]"
Minnesota Twins,Cleveland Guardians,"[1, 2]"
Kansas City Royals,St.Louis Cardinals,"[8, 3]"
Milwaukee Brewers,Cincinnati Reds,"[1, 0]"
Tampa Bay Rays,Baltimore Orioles,"[5, 7]"
Chicago White Sox,Chicago Cubs,"[1, 3]"
Arizona Diamondbacks,Philadelphia Phillies,"[11, 1]"
Colorado Rockies,Atlanta Braves,"[8, 11]"
Los Angeles Dodgers,Pittsburgh Pirates,"[4, 1]"
Seattle Mariners,New York Mets,"[4, 0]"
Washington Nationals,Los Angeles Angels,"[4, 6]"
Boston Red Sox,Houston Astros,"[2, 10]"
New York Yankees,Texas Rangers,"[8, 7]"
Toronto Blue Jays,Oakland Athletics,"[4, 8]"
Miami Marlins,San Diego Padres,"[7, 6]"
Tampa Bay Rays,Baltimore Orioles,"[2, 1]"
Milwaukee Brewers,Cincinnati Reds,"[3, 4]"
Minnesota Twins,Cleveland Guardians,"[3, 5]"
Colorado Rockies,Atlanta Braves,"[9, 8]"
San Francisco Giants,Detroit Tigers,"[4, 5]"
Arizona Diamondbacks,Philadelphia Phillies,"[12, 5]"
Los Angeles Dodgers,Pittsburgh Pirates,"[6, 5]"
Seattle Mariners,New York Mets,"[12, 1]"
Cleveland Guardians,Chicago Cubs,"[9, 8]"
Cincinnati Reds,St.Louis Cardinals,"[6, 1]"
Tampa Bay Rays,Houston Astros,"[1, 6]"
Boston Red Sox,Texas Rangers,"[5, 4]"
Minnesota Twins,Kansas City Royals,"[8, 3]"
Chicago White Sox,New York Yankees,"[12, 2]"
Milwaukee Brewers,Los Angeles Dodgers,"[2, 5]"
Los Angeles Angels,Toronto Blue Jays,"[2, 4]"
Arizona Diamondbacks,Colorado Rockies,"[5, 4]"
San Diego Padres,Pittsburgh Pirates,"[2, 1]"
San Francisco Giants,Atlanta Braves,"[0, 1]"
Baltimore Orioles,Washington Nationals,"[3, 9]"
Cleveland Guardians,Chicago Cubs,"[2, 1]"
Cincinnati Reds,St.Louis Cardinals,"[4, 1]"
Detroit Tigers,Seattle Mariners,"[15, 1]"
Philadelphia Phillies,Miami Marlins,"[0, 5]"
Tampa Bay Rays,Houston Astros,"[2, 3]"
Boston Red Sox,Texas Rangers,"[9, 4]"
New York Mets,Oakland Athletics,"[4, 9]"
Minnesota Twins,Kansas City Royals,"[13, 3]"
Chicago White Sox,New York Yankees,"[1, 4]"
Milwaukee Brewers,Los Angeles Dodgers,"[2, 7]"
Los Angeles Angels,Toronto Blue Jays,"[1, 6]"
Arizona Diamondbacks,Colorado Rockies,"[4, 3]"
San Diego Padres,Pittsburgh Pirates,"[3, 0]"
San Francisco Giants,Atlanta Braves,"[3, 4]"
Minnesota Twins,Kansas City Royals,"[1, 4]"
Arizona Diamondbacks,Colorado Rockies,"[11, 4]"
San Diego Padres,Pittsburgh Pirates,"[8, 2]"
Boston Red Sox,Texas Rangers,"[7, 9]"
Baltimore Orioles,Washington Nationals,"[4, 1]"
Cleveland Guardians,Chicago Cubs,"[6, 1]"
Philadelphia Phillies,Miami Marlins,"[9, 5]"
Cincinnati Reds,St.Louis Cardinals,"[9, 2]"
Detroit Tigers,Seattle Mariners,"[3, 2]"
Tampa Bay Rays,Houston Astros,"[1, 2]"
New York Mets,Oakland Athletics,"[9, 1]"
Chicago White Sox,New York Yankees,"[2, 10]"
Milwaukee Brewers,Los Angeles Dodgers,"[5, 4]"
Los Angeles Angels,Toronto Blue Jays,"[2, 9]"
San Francisco Giants,Atlanta Braves,"[2, 13]"
New York Mets,Oakland Athletics,"[6, 7]"
Detroit Tigers,Seattle Mariners,"[2, 1]"
Milwaukee Brewers,Los Angeles Dodgers,"[6, 4]"
San Francisco Giants,Atlanta Braves,"[6, 0]"
Baltimore Orioles,Boston Red Sox,"[5, 1]"
Philadelphia Phillies,Washington Nationals,"[13, 3]"
Texas Rangers,Minnesota Twins,"[2, 3]"
Chicago Cubs,Toronto Blue Jays,"[6, 5]"
Pittsburgh Pirates,Seattle Mariners,"[5, 3]"
Cincinnati Reds,Kansas City Royals,"[1, 7]"
Philadelphia Phillies,Washington Nationals,"[3, 2]"
Detroit Tigers,New York Yankees,"[0, 3]"
Tampa Bay Rays,Arizona Diamondbacks,"[5, 4]"
Baltimore Orioles,Boston Red Sox,"[10, 12]"
New York Mets,Miami Marlins,"[7, 3]"
Texas Rangers,Minnesota Twins,"[3, 4]"
Houston Astros,Chicago White Sox,"[4, 5]"
Milwaukee Brewers,Cleveland Guardians,"[5, 3]"
St.Louis Cardinals,Los Angeles Dodgers,"[6, 7]"
Colorado Rockies,San Diego Padres,"[7, 3]"
Los Angeles Angels,Atlanta Braves,"[3, 2]"
Pittsburgh Pirates,Seattle Mariners,"[7, 2]"
Detroit Tigers,New York Yankees,"[4, 0]"
Chicago Cubs,Toronto Blue Jays,"[3, 2]"
New York Mets,Miami Marlins,"[4, 0]"
Tampa Bay Rays,Arizona Diamondbacks,"[6, 1]"
Philadelphia Phillies,Washington Nationals,"[5, 1]"
Cincinnati Reds,Kansas City Royals,"[1, 13]"
Baltimore Orioles,Boston Red Sox,"[1, 5]"
Texas Rangers,Minnesota Twins,"[2, 5]"
Oakland Athletics,San Francisco Giants,"[2, 0]"
Houston Astros,Chicago White Sox,"[6, 1]"
Milwaukee Brewers,Cleveland Guardians,"[2, 1]"
St.Louis Cardinals,Los Angeles Dodgers,"[5, 2]"
Colorado Rockies,San Diego Padres,"[3, 8]"
Los Angeles Angels,Atlanta Braves,"[3, 11]"
New York Mets,Miami Marlins,"[2, 3]"
Pittsburgh Pirates,Seattle Mariners,"[3, 10]"
Philadelphia Phillies,Washington Nationals,"[4, 6]"
Baltimore Orioles,Boston Red Sox,"[4, 2]"
Cincinnati Reds,Kansas City Royals,"[1, 8]"
Tampa Bay Rays,Arizona Diamondbacks,"[8, 7]"
Milwaukee Brewers,Cleveland Guardians,"[2, 0]"
Houston Astros,Chicago White Sox,"[2, 0]"
St.Louis Cardinals,Los Angeles Dodgers,"[1, 2]"
Chicago Cubs,Toronto Blue Jays,"[0, 1]"
Texas Rangers,Minnesota Twins,"[6, 5]"
Colorado Rockies,San Diego Padres,"[3, 2]"
Los Angeles Angels,Atlanta Braves,"[1, 3]"
Oakland Athletics,San Francisco Giants,"[2, 4]"
Detroit Tigers,New York Yankees,"[3, 2]"
Miami Marlins,Arizona Diamondbacks,"[6, 9]"
Toronto Blue Jays,Cincinnati Reds,"[3, 6]"
New York Mets,Baltimore Orioles,"[4, 3]"
Texas Rangers,Pittsburgh Pirates,"[4, 3]"
Houston Astros,Boston Red Sox,"[5, 4]"
Kansas City Royals,Los Angeles Angels,"[5, 3]"
San Diego Padres,Minnesota Twins,"[5, 3]"
Oakland Athletics,Tampa Bay Rays,"[3, 0]"
San Francisco Giants,Chicago White Sox,"[5, 3]"
Los Angeles Dodgers,Seattle Mariners,"[3, 0]"
Miami Marlins,Arizona Diamondbacks,"[1, 3]"
Washington Nationals,Colorado Rockies,"[1, 3]"
New York Yankees,Cleveland Guardians,"[5, 9]"
Toronto Blue Jays,Cincinnati Reds,"[10, 3]"
New York Mets,Baltimore Orioles,"[5, 9]"
Atlanta Braves,Philadelphia Phillies,"[3, 1]"
St.Louis Cardinals,Milwaukee Brewers,"[2, 3]"
Chicago Cubs,Detroit Tigers,"[3, 1]"
Texas Rangers,Pittsburgh Pirates,"[0, 4]"
Houston Astros,Boston Red Sox,"[5, 6]"
Kansas City Royals,Los Angeles Angels,"[5, 9]"
Oakland Athletics,Tampa Bay Rays,"[0, 1]"
San Diego Padres,Minnesota Twins,"[7, 5]"
San Francisco Giants,Chicago White Sox,"[4, 1]"
Los Angeles Dodgers,Seattle Mariners,"[6, 3]"
New York Mets,Baltimore Orioles,"[4, 3]"
Houston Astros,Boston Red Sox,"[1, 4]"
Texas Rangers,Pittsburgh Pirates,"[1, 0]"
San Francisco Giants,Chicago White Sox,"[2, 6]"
Miami Marlins,Arizona Diamondbacks,"[8, 10]"
San Diego Padres,Minnesota Twins,"[4, 11]"
Washington Nationals,Colorado Rockies,"[6, 1]"
New York Yankees,Cleveland Guardians,"[8, 1]"
Toronto Blue Jays,Cincinnati Reds,"[7, 11]"
Atlanta Braves,Philadelphia Phillies,"[2, 3]"
St.Louis Cardinals,Milwaukee Brewers,"[10, 6]"
Chicago Cubs,Detroit Tigers,"[2, 8]"
Kansas City Royals,Los Angeles Angels,"[3, 0]"
Oakland Athletics,Tampa Bay Rays,"[2, 4]"
Los Angeles Dodgers,Seattle Mariners,"[8, 4]"
New York Yankees,Cleveland Guardians,"[6, 0]"
Washington Nationals,Colorado Rockies,"[8, 3]"
St.Louis Cardinals,Milwaukee Brewers,"[3, 0]"
Chicago Cubs,Detroit Tigers,"[10, 2]"
Oakland Athletics,Tampa Bay Rays,"[3, 1]"
Pittsburgh Pirates,Cincinnati Reds,"[7, 0]"
Toronto Blue Jays,Los Angeles Angels,"[5, 3]"
Atlanta Braves,Philadelphia Phillies,"[3, 2]"
Baltimore Orioles,Houston Astros,"[0, 6]"
San Diego Padres,New York Mets,"[3, 8]"
Pittsburgh Pirates,Cincinnati Reds,"[6, 5]"
Baltimore Orioles,Houston Astros,"[7, 5]"
New York Yankees,Colorado Rockies,"[3, 0]"
Toronto Blue Jays,Los Angeles Angels,"[5, 4]"
Cleveland Guardians,Texas Rangers,"[3, 5]"
Miami Marlins,Chicago Cubs,"[3, 6]"
Boston Red Sox,Arizona Diamondbacks,"[2, 12]"
Atlanta Braves,Washington Nationals,"[3, 2]"
Chicago White Sox,Detroit Tigers,"[2, 5]"
Kansas City Royals,Philadelphia Phillies,"[7, 4]"
Minnesota Twins,St.Louis Cardinals,"[1, 6]"
Oakland Athletics,Milwaukee Brewers,"[3, 11]"
San Diego Padres,New York Mets,"[7, 0]"
Los Angeles Dodgers,Tampa Bay Rays,"[7, 3]"
Seattle Mariners,San Francisco Giants,"[6, 5]"
New York Yankees,Colorado Rockies,"[2, 9]"
Toronto Blue Jays,Los Angeles Angels,"[3, 1]"
Baltimore Orioles,Houston Astros,"[3, 2]"
Oakland Athletics,Milwaukee Brewers,"[5, 9]"
Boston Red Sox,Arizona Diamondbacks,"[1, 4]"
Miami Marlins,Chicago Cubs,"[2, 14]"
Seattle Mariners,San Francisco Giants,"[3, 4]"
Pittsburgh Pirates,Cincinnati Reds,"[2, 10]"
Cleveland Guardians,Texas Rangers,"[13, 5]"
Minnesota Twins,St.Louis Cardinals,"[6, 0]"
Kansas City Royals,Philadelphia Phillies,"[2, 11]"
Chicago White Sox,Detroit Tigers,"[4, 13]"
Atlanta Braves,Washington Nationals,"[4, 2]"
San Diego Padres,New York Mets,"[1, 7]"
Los Angeles Dodgers,Tampa Bay Rays,"[8, 9]"
Atlanta Braves,Washington Nationals,"[1, 5]"
Boston Red Sox,Arizona Diamondbacks,"[5, 7]"
New York Yankees,Colorado Rockies,"[10, 3]"
Pittsburgh Pirates,Cincinnati Reds,"[4, 3]"
Toronto Blue Jays,Los Angeles Angels,"[8, 2]"
Miami Marlins,Chicago Cubs,"[7, 2]"
Cleveland Guardians,Texas Rangers,"[4, 2]"
Chicago White Sox,Detroit Tigers,"[4, 9]"
Kansas City Royals,Philadelphia Phillies,"[3, 11]"
Minnesota Twins,St.Louis Cardinals,"[2, 3]"
Oakland Athletics,Milwaukee Brewers,"[4, 3]"
Los Angeles Dodgers,Tampa Bay Rays,"[3, 1]"
San Diego Padres,New York Mets,"[3, 2]"
Seattle Mariners,San Francisco Giants,"[4, 3]"
Baltimore Orioles,Houston Astros,"[3, 6]"
Cleveland Guardians,Kansas City Royals,"[3, 4]"
Boston Red Sox,Toronto Blue Jays,"[1, 4]"
Cleveland Guardians,Kansas City Royals,"[4, 9]"
Philadelphia Phillies,Houston Astros,"[3, 2]"
Pittsburgh Pirates,Chicago Cubs,"[8, 18]"
Washington Nationals,New York Yankees,"[2, 5]"
Boston Red Sox,Toronto Blue Jays,"[3, 7]"
Minnesota Twins,Atlanta Braves,"[6, 10]"
St.Louis Cardinals,San Diego Padres,"[4, 7]"
Chicago White Sox,Detroit Tigers,"[3, 6]"
Colorado Rockies,Miami Marlins,"[3, 2]"
Seattle Mariners,Tampa Bay Rays,"[5, 1]"
Cleveland Guardians,Kansas City Royals,"[1, 6]"
Cincinnati Reds,Oakland Athletics,"[4, 5]"
Detroit Tigers,Los Angeles Angels,"[6, 2]"
Philadelphia Phillies,Houston Astros,"[5, 0]"
Pittsburgh Pirates,Chicago Cubs,"[5, 9]"
Washington Nationals,New York Yankees,"[4, 2]"
Boston Red Sox,Toronto Blue Jays,"[6, 3]"
Minnesota Twins,Atlanta Braves,"[6, 8]"
St.Louis Cardinals,San Diego Padres,"[5, 7]"
Milwaukee Brewers,San Francisco Giants,"[4, 5]"
Colorado Rockies,Miami Marlins,"[8, 9]"
Arizona Diamondbacks,New York Mets,"[3, 8]"
Seattle Mariners,Tampa Bay Rays,"[2, 3]"
Los Angeles Dodgers,Baltimore Orioles,"[2, 3]"
Pittsburgh Pirates,Chicago Cubs,"[10, 14]"
Cleveland Guardians,Kansas City Royals,"[7, 5]"
Philadelphia Phillies,Houston Astros,"[0, 10]"
Seattle Mariners,Tampa Bay Rays,"[6, 2]"
Chicago White Sox,Texas Rangers,"[1, 3]"
Cincinnati Reds,Oakland Athletics,"[6, 9]"
Detroit Tigers,Los Angeles Angels,"[3, 2]"
Washington Nationals,New York Yankees,"[5, 2]"
Boston Red Sox,Toronto Blue Jays,"[3, 0]"
Minnesota Twins,Atlanta Braves,"[1, 5]"
St.Louis Cardinals,San Diego Padres,"[4, 3]"
Chicago White Sox,Texas Rangers,"[3, 4]"
Milwaukee Brewers,San Francisco Giants,"[5, 3]"
Colorado Rockies,Miami Marlins,"[8, 2]"
Arizona Diamondbacks,New York Mets,"[8, 5]"
Los Angeles Dodgers,Baltimore Orioles,"[6, 4]"
Detroit Tigers,Los Angeles Angels,"[0, 3]"
Chicago White Sox,Texas Rangers,"[1, 2]"
Milwaukee Brewers,San Francisco Giants,"[6, 0]"
St.Louis Cardinals,San Diego Padres,"[4, 1]"
Colorado Rockies,Miami Marlins,"[8, 12]"
Arizona Diamondbacks,New York Mets,"[2, 3]"
Cincinnati Reds,Oakland Athletics,"[10, 9]"
Philadelphia Phillies,Atlanta Braves,"[5, 4]"
Boston Red Sox,Toronto Blue Jays,"[0, 2]"
Houston Astros,Kansas City Royals,"[6, 3]"
Los Angeles Dodgers,Baltimore Orioles,"[6, 3]"
Cincinnati Reds,Milwaukee Brewers,"[4, 5]"
Cincinnati Reds,Milwaukee Brewers,"[0, 14]"
Detroit Tigers,Boston Red Sox,"[5, 7]"
Philadelphia Phillies,Atlanta Braves,"[2, 7]"
Washington Nationals,Chicago Cubs,"[6, 7]"
Tampa Bay Rays,San Diego Padres,"[5, 13]"
New York Yankees,St.Louis Cardinals,"[6, 3]"
Cleveland Guardians,Pittsburgh Pirates,"[10, 8]"
Texas Rangers,Oakland Athletics,"[2, 9]"
Houston Astros,Kansas City Royals,"[3, 2]"
Chicago White Sox,New York Mets,"[1, 5]"
Minnesota Twins,Toronto Blue Jays,"[2, 0]"
Colorado Rockies,Baltimore Orioles,"[3, 5]"
Los Angeles Angels,Seattle Mariners,"[5, 9]"
Arizona Diamondbacks,Los Angeles Dodgers,"[9, 10]"
San Francisco Giants,Miami Marlins,"[3, 1]"
New York Yankees,St.Louis Cardinals,"[5, 6]"
Washington Nationals,Chicago Cubs,"[3, 5]"
Tampa Bay Rays,San Diego Padres,"[11, 4]"
Cleveland Guardians,Pittsburgh Pirates,"[0, 3]"
Detroit Tigers,Boston Red Sox,"[2, 1]"
Texas Rangers,Oakland Athletics,"[3, 2]"
Houston Astros,Kansas City Royals,"[5, 2]"
Chicago White Sox,New York Mets,"[3, 5]"
Minnesota Twins,Toronto Blue Jays,"[0, 15]"
Cincinnati Reds,Milwaukee Brewers,"[4, 5]"
Philadelphia Phillies,Atlanta Braves,"[3, 0]"
Arizona Diamondbacks,Los Angeles Dodgers,"[6, 8]"
Colorado Rockies,Baltimore Orioles,"[7, 5]"
San Francisco Giants,Miami Marlins,"[3, 4]"
Los Angeles Angels,Seattle Mariners,"[5, 4]"
Cincinnati Reds,Milwaukee Brewers,"[4, 3]"
New York Yankees,St.Louis Cardinals,"[7, 14]"
Washington Nationals,Chicago Cubs,"[1, 14]"
Tampa Bay Rays,San Diego Padres,"[3, 4]"
Detroit Tigers,Boston Red Sox,"[4, 1]"
Cleveland Guardians,Pittsburgh Pirates,"[6, 1]"
Chicago White Sox,New York Mets,"[0, 2]"
Houston Astros,Kansas City Royals,"[7, 2]"
Minnesota Twins,Toronto Blue Jays,"[4, 3]"
Texas Rangers,Oakland Athletics,"[6, 4]"
Colorado Rockies,Baltimore Orioles,"[1, 6]"
San Francisco Giants,Miami Marlins,"[5, 7]"
Los Angeles Angels,Seattle Mariners,"[3, 2]"
Arizona Diamondbacks,Los Angeles Dodgers,"[14, 3]"
Philadelphia Phillies,Atlanta Braves,"[3, 2]"
Milwaukee Brewers,St.Louis Cardinals,"[9, 3]"
